year,month,doy,mday,hod,min,date,fm10,utc_prov,utc_rounded,hod_utc,doy_utc
1996,7,204,22,5,0,1996-07-22 05:00:00,9.3,1996-07-22 12:00:00,1996-07-22 12:00:00,12,204
1996,7,204,22,13,40,1996-07-22 13:40:00,7.6,1996-07-22 20:40:00,1996-07-22 21:00:00,21,204
1996,7,205,23,4,45,1996-07-23 04:45:00,27.7,1996-07-23 11:45:00,1996-07-23 12:00:00,12,205
1996,7,205,23,14,30,1996-07-23 14:30:00,8.7,1996-07-23 21:30:00,1996-07-23 22:00:00,22,205
1996,7,206,24,3,30,1996-07-24 03:30:00,27.2,1996-07-24 10:30:00,1996-07-24 10:00:00,10,206
1996,7,206,24,19,40,1996-07-24 19:40:00,11.9,1996-07-25 02:40:00,1996-07-25 03:00:00,3,207
1996,7,207,25,5,30,1996-07-25 05:30:00,18.3,1996-07-25 12:30:00,1996-07-25 12:00:00,12,207
1996,7,207,25,14,30,1996-07-25 14:30:00,8.5,1996-07-25 21:30:00,1996-07-25 22:00:00,22,207
1996,7,208,26,5,15,1996-07-26 05:15:00,39.6,1996-07-26 12:15:00,1996-07-26 12:00:00,12,208
1996,7,208,26,15,10,1996-07-26 15:10:00,12.8,1996-07-26 22:10:00,1996-07-26 22:00:00,22,208
1996,7,209,27,6,15,1996-07-27 06:15:00,19.3,1996-07-27 13:15:00,1996-07-27 13:00:00,13,209
1996,7,209,27,14,55,1996-07-27 14:55:00,8.9,1996-07-27 21:55:00,1996-07-27 22:00:00,22,209
1996,7,210,28,5,30,1996-07-28 05:30:00,20.9,1996-07-28 12:30:00,1996-07-28 12:00:00,12,210
1996,7,210,28,19,30,1996-07-28 19:30:00,10.8,1996-07-29 02:30:00,1996-07-29 02:00:00,2,211
1996,7,211,29,4,45,1996-07-29 04:45:00,13.4,1996-07-29 11:45:00,1996-07-29 12:00:00,12,211
1996,7,211,29,15,30,1996-07-29 15:30:00,8.7,1996-07-29 22:30:00,1996-07-29 22:00:00,22,211
1996,7,212,30,4,45,1996-07-30 04:45:00,41.6,1996-07-30 11:45:00,1996-07-30 12:00:00,12,212
1996,7,212,30,15,30,1996-07-30 15:30:00,13.9,1996-07-30 22:30:00,1996-07-30 22:00:00,22,212
1996,7,213,31,5,30,1996-07-31 05:30:00,22.3,1996-07-31 12:30:00,1996-07-31 12:00:00,12,213
1996,7,213,31,14,30,1996-07-31 14:30:00,12.2,1996-07-31 21:30:00,1996-07-31 22:00:00,22,213
1996,8,214,1,4,49,1996-08-01 04:49:00,37.7,1996-08-01 11:49:00,1996-08-01 12:00:00,12,214
1996,8,214,1,15,19,1996-08-01 15:19:00,9.2,1996-08-01 22:19:00,1996-08-01 22:00:00,22,214
1996,8,215,2,5,30,1996-08-02 05:30:00,19.8,1996-08-02 12:30:00,1996-08-02 12:00:00,12,215
1996,8,215,2,15,30,1996-08-02 15:30:00,9.7,1996-08-02 22:30:00,1996-08-02 22:00:00,22,215
1996,8,216,3,5,45,1996-08-03 05:45:00,19.1,1996-08-03 12:45:00,1996-08-03 13:00:00,13,216
1996,8,216,3,16,19,1996-08-03 16:19:00,8.2,1996-08-03 23:19:00,1996-08-03 23:00:00,23,216
1996,8,217,4,5,45,1996-08-04 05:45:00,10.5,1996-08-04 12:45:00,1996-08-04 13:00:00,13,217
1996,8,217,4,14,45,1996-08-04 14:45:00,6.9,1996-08-04 21:45:00,1996-08-04 22:00:00,22,217
1996,8,218,5,6,40,1996-08-05 06:40:00,9.0,1996-08-05 13:40:00,1996-08-05 14:00:00,14,218
1996,8,218,5,18,10,1996-08-05 18:10:00,8.1,1996-08-06 01:10:00,1996-08-06 01:00:00,1,219
1996,8,219,6,6,45,1996-08-06 06:45:00,9.5,1996-08-06 13:45:00,1996-08-06 14:00:00,14,219
1996,8,219,6,19,0,1996-08-06 19:00:00,7.9,1996-08-07 02:00:00,1996-08-07 02:00:00,2,220
1996,8,220,7,8,45,1996-08-07 08:45:00,8.9,1996-08-07 15:45:00,1996-08-07 16:00:00,16,220
1996,8,220,7,17,15,1996-08-07 17:15:00,10.3,1996-08-08 00:15:00,1996-08-08 00:00:00,0,221
1996,8,221,8,6,10,1996-08-08 06:10:00,38.3,1996-08-08 13:10:00,1996-08-08 13:00:00,13,221
1996,8,221,8,15,25,1996-08-08 15:25:00,22.8,1996-08-08 22:25:00,1996-08-08 22:00:00,22,221
1996,8,222,9,4,30,1996-08-09 04:30:00,25.2,1996-08-09 11:30:00,1996-08-09 12:00:00,12,222
1996,8,222,9,14,0,1996-08-09 14:00:00,23.7,1996-08-09 21:00:00,1996-08-09 21:00:00,21,222
1996,8,223,10,4,45,1996-08-10 04:45:00,41.9,1996-08-10 11:45:00,1996-08-10 12:00:00,12,223
1996,8,223,10,15,19,1996-08-10 15:19:00,10.9,1996-08-10 22:19:00,1996-08-10 22:00:00,22,223
1996,8,224,11,5,40,1996-08-11 05:40:00,20.7,1996-08-11 12:40:00,1996-08-11 13:00:00,13,224
1996,8,224,11,14,49,1996-08-11 14:49:00,8.5,1996-08-11 21:49:00,1996-08-11 22:00:00,22,224
1996,8,225,12,5,40,1996-08-12 05:40:00,19.7,1996-08-12 12:40:00,1996-08-12 13:00:00,13,225
1996,8,225,12,14,19,1996-08-12 14:19:00,9.1,1996-08-12 21:19:00,1996-08-12 21:00:00,21,225
1996,8,226,13,4,15,1996-08-13 04:15:00,18.6,1996-08-13 11:15:00,1996-08-13 11:00:00,11,226
1996,8,226,13,18,0,1996-08-13 18:00:00,6.4,1996-08-14 01:00:00,1996-08-14 01:00:00,1,227
1996,8,227,14,4,30,1996-08-14 04:30:00,19.3,1996-08-14 11:30:00,1996-08-14 12:00:00,12,227
1996,8,227,14,15,15,1996-08-14 15:15:00,7.8,1996-08-14 22:15:00,1996-08-14 22:00:00,22,227
1996,8,228,15,6,0,1996-08-15 06:00:00,27.9,1996-08-15 13:00:00,1996-08-15 13:00:00,13,228
1996,8,228,15,16,0,1996-08-15 16:00:00,9.7,1996-08-15 23:00:00,1996-08-15 23:00:00,23,228
1996,8,229,16,4,45,1996-08-16 04:45:00,37.1,1996-08-16 11:45:00,1996-08-16 12:00:00,12,229
1996,8,229,16,18,25,1996-08-16 18:25:00,12.5,1996-08-17 01:25:00,1996-08-17 01:00:00,1,230
1996,8,230,17,6,15,1996-08-17 06:15:00,19.1,1996-08-17 13:15:00,1996-08-17 13:00:00,13,230
1996,8,230,17,14,49,1996-08-17 14:49:00,9.4,1996-08-17 21:49:00,1996-08-17 22:00:00,22,230
1996,8,231,18,5,49,1996-08-18 05:49:00,20.1,1996-08-18 12:49:00,1996-08-18 13:00:00,13,231
1996,8,231,18,14,49,1996-08-18 14:49:00,7.6,1996-08-18 21:49:00,1996-08-18 22:00:00,22,231
1996,8,232,19,4,45,1996-08-19 04:45:00,13.8,1996-08-19 11:45:00,1996-08-19 12:00:00,12,232
1996,8,232,19,18,0,1996-08-19 18:00:00,7.7,1996-08-20 01:00:00,1996-08-20 01:00:00,1,233
1996,8,233,20,5,0,1996-08-20 05:00:00,42.4,1996-08-20 12:00:00,1996-08-20 12:00:00,12,233
1996,8,233,20,16,10,1996-08-20 16:10:00,12.1,1996-08-20 23:10:00,1996-08-20 23:00:00,23,233
1996,8,234,21,4,40,1996-08-21 04:40:00,18.1,1996-08-21 11:40:00,1996-08-21 12:00:00,12,234
1996,8,234,21,15,30,1996-08-21 15:30:00,7.6,1996-08-21 22:30:00,1996-08-21 22:00:00,22,234
1996,8,235,22,5,0,1996-08-22 05:00:00,30.7,1996-08-22 12:00:00,1996-08-22 12:00:00,12,235
1996,8,235,22,14,45,1996-08-22 14:45:00,9.4,1996-08-22 21:45:00,1996-08-22 22:00:00,22,235
1996,8,236,23,5,10,1996-08-23 05:10:00,18.2,1996-08-23 12:10:00,1996-08-23 12:00:00,12,236
1996,8,236,23,15,45,1996-08-23 15:45:00,8.9,1996-08-23 22:45:00,1996-08-23 23:00:00,23,236
1996,8,237,24,6,30,1996-08-24 06:30:00,17.6,1996-08-24 13:30:00,1996-08-24 14:00:00,14,237
1996,8,237,24,14,40,1996-08-24 14:40:00,9.7,1996-08-24 21:40:00,1996-08-24 22:00:00,22,237
1996,8,238,25,5,45,1996-08-25 05:45:00,37.7,1996-08-25 12:45:00,1996-08-25 13:00:00,13,238
1996,8,238,25,14,49,1996-08-25 14:49:00,12.5,1996-08-25 21:49:00,1996-08-25 22:00:00,22,238
1996,8,239,26,4,45,1996-08-26 04:45:00,22.6,1996-08-26 11:45:00,1996-08-26 12:00:00,12,239
1996,8,239,26,15,25,1996-08-26 15:25:00,19.4,1996-08-26 22:25:00,1996-08-26 22:00:00,22,239
1996,8,240,27,5,30,1996-08-27 05:30:00,26.9,1996-08-27 12:30:00,1996-08-27 12:00:00,12,240
1996,8,240,27,14,30,1996-08-27 14:30:00,11.5,1996-08-27 21:30:00,1996-08-27 22:00:00,22,240
1996,8,241,28,5,0,1996-08-28 05:00:00,20.4,1996-08-28 12:00:00,1996-08-28 12:00:00,12,241
1996,8,241,28,17,30,1996-08-28 17:30:00,13.6,1996-08-29 00:30:00,1996-08-29 00:00:00,0,242
1996,8,242,29,5,30,1996-08-29 05:30:00,21.0,1996-08-29 12:30:00,1996-08-29 12:00:00,12,242
1996,8,242,29,15,30,1996-08-29 15:30:00,11.0,1996-08-29 22:30:00,1996-08-29 22:00:00,22,242
1996,8,243,30,4,30,1996-08-30 04:30:00,22.9,1996-08-30 11:30:00,1996-08-30 12:00:00,12,243
1996,8,243,30,15,45,1996-08-30 15:45:00,9.8,1996-08-30 22:45:00,1996-08-30 23:00:00,23,243
1996,8,244,31,5,15,1996-08-31 05:15:00,16.5,1996-08-31 12:15:00,1996-08-31 12:00:00,12,244
1996,8,244,31,15,49,1996-08-31 15:49:00,9.2,1996-08-31 22:49:00,1996-08-31 23:00:00,23,244
1996,9,245,1,5,40,1996-09-01 05:40:00,18.5,1996-09-01 12:40:00,1996-09-01 13:00:00,13,245
1996,9,245,1,15,0,1996-09-01 15:00:00,10.5,1996-09-01 22:00:00,1996-09-01 22:00:00,22,245
1996,9,246,2,4,45,1996-09-02 04:45:00,17.9,1996-09-02 11:45:00,1996-09-02 12:00:00,12,246
1996,9,246,2,15,19,1996-09-02 15:19:00,9.3,1996-09-02 22:19:00,1996-09-02 22:00:00,22,246
1996,9,247,3,4,45,1996-09-03 04:45:00,38.1,1996-09-03 11:45:00,1996-09-03 12:00:00,12,247
1996,9,247,3,15,19,1996-09-03 15:19:00,9.3,1996-09-03 22:19:00,1996-09-03 22:00:00,22,247
1996,9,248,4,4,19,1996-09-04 04:19:00,19.8,1996-09-04 11:19:00,1996-09-04 11:00:00,11,248
1996,9,248,4,15,30,1996-09-04 15:30:00,7.4,1996-09-04 22:30:00,1996-09-04 22:00:00,22,248
1996,9,249,5,4,45,1996-09-05 04:45:00,22.8,1996-09-05 11:45:00,1996-09-05 12:00:00,12,249
1996,9,249,5,15,45,1996-09-05 15:45:00,7.9,1996-09-05 22:45:00,1996-09-05 23:00:00,23,249
1996,9,250,6,4,45,1996-09-06 04:45:00,22.6,1996-09-06 11:45:00,1996-09-06 12:00:00,12,250
1996,9,250,6,15,30,1996-09-06 15:30:00,7.9,1996-09-06 22:30:00,1996-09-06 22:00:00,22,250
1996,9,251,7,5,30,1996-09-07 05:30:00,34.0,1996-09-07 12:30:00,1996-09-07 12:00:00,12,251
1996,9,251,7,16,15,1996-09-07 16:15:00,10.3,1996-09-07 23:15:00,1996-09-07 23:00:00,23,251
1996,9,252,8,5,45,1996-09-08 05:45:00,21.8,1996-09-08 12:45:00,1996-09-08 13:00:00,13,252
1996,9,252,8,14,49,1996-09-08 14:49:00,6.6,1996-09-08 21:49:00,1996-09-08 22:00:00,22,252
1996,9,253,9,4,30,1996-09-09 04:30:00,17.9,1996-09-09 11:30:00,1996-09-09 12:00:00,12,253
1996,9,253,9,15,15,1996-09-09 15:15:00,5.8,1996-09-09 22:15:00,1996-09-09 22:00:00,22,253
1996,9,254,10,4,30,1996-09-10 04:30:00,10.7,1996-09-10 11:30:00,1996-09-10 12:00:00,12,254
1996,9,254,10,15,0,1996-09-10 15:00:00,4.9,1996-09-10 22:00:00,1996-09-10 22:00:00,22,254
1996,9,255,11,4,40,1996-09-11 04:40:00,9.3,1996-09-11 11:40:00,1996-09-11 12:00:00,12,255
1996,9,255,11,15,19,1996-09-11 15:19:00,4.8,1996-09-11 22:19:00,1996-09-11 22:00:00,22,255
1996,9,256,12,4,40,1996-09-12 04:40:00,12.9,1996-09-12 11:40:00,1996-09-12 12:00:00,12,256
1996,9,256,12,15,0,1996-09-12 15:00:00,8.1,1996-09-12 22:00:00,1996-09-12 22:00:00,22,256
1996,9,257,13,5,30,1996-09-13 05:30:00,11.1,1996-09-13 12:30:00,1996-09-13 12:00:00,12,257
1996,9,257,13,15,45,1996-09-13 15:45:00,10.4,1996-09-13 22:45:00,1996-09-13 23:00:00,23,257
1996,9,258,14,5,45,1996-09-14 05:45:00,18.5,1996-09-14 12:45:00,1996-09-14 13:00:00,13,258
1996,9,258,14,16,40,1996-09-14 16:40:00,11.2,1996-09-14 23:40:00,1996-09-15 00:00:00,0,259
1996,9,259,15,5,40,1996-09-15 05:40:00,46.2,1996-09-15 12:40:00,1996-09-15 13:00:00,13,259
1996,9,259,15,14,49,1996-09-15 14:49:00,53.6,1996-09-15 21:49:00,1996-09-15 22:00:00,22,259
1996,9,260,16,4,45,1996-09-16 04:45:00,38.4,1996-09-16 11:45:00,1996-09-16 12:00:00,12,260
1996,9,260,16,15,30,1996-09-16 15:30:00,12.7,1996-09-16 22:30:00,1996-09-16 22:00:00,22,260
1996,9,261,17,4,45,1996-09-17 04:45:00,20.7,1996-09-17 11:45:00,1996-09-17 12:00:00,12,261
1996,9,261,17,15,30,1996-09-17 15:30:00,12.7,1996-09-17 22:30:00,1996-09-17 22:00:00,22,261
1996,9,262,18,5,45,1996-09-18 05:45:00,41.1,1996-09-18 12:45:00,1996-09-18 13:00:00,13,262
1996,9,262,18,15,30,1996-09-18 15:30:00,12.5,1996-09-18 22:30:00,1996-09-18 22:00:00,22,262
1996,9,263,19,5,0,1996-09-19 05:00:00,30.9,1996-09-19 12:00:00,1996-09-19 12:00:00,12,263
1996,9,263,19,15,45,1996-09-19 15:45:00,9.3,1996-09-19 22:45:00,1996-09-19 23:00:00,23,263
1996,9,264,20,4,49,1996-09-20 04:49:00,15.8,1996-09-20 11:49:00,1996-09-20 12:00:00,12,264
1996,9,265,21,16,30,1996-09-21 16:30:00,7.6,1996-09-21 23:30:00,1996-09-22 00:00:00,0,266
1996,9,266,22,6,0,1996-09-22 06:00:00,12.7,1996-09-22 13:00:00,1996-09-22 13:00:00,13,266
1996,9,266,22,15,0,1996-09-22 15:00:00,6.9,1996-09-22 22:00:00,1996-09-22 22:00:00,22,266
1996,9,267,23,4,49,1996-09-23 04:49:00,16.7,1996-09-23 11:49:00,1996-09-23 12:00:00,12,267
1996,9,267,23,15,45,1996-09-23 15:45:00,8.3,1996-09-23 22:45:00,1996-09-23 23:00:00,23,267
1996,9,268,24,6,0,1996-09-24 06:00:00,14.3,1996-09-24 13:00:00,1996-09-24 13:00:00,13,268
1996,9,268,24,15,30,1996-09-24 15:30:00,8.5,1996-09-24 22:30:00,1996-09-24 22:00:00,22,268
1996,9,269,25,4,45,1996-09-25 04:45:00,16.7,1996-09-25 11:45:00,1996-09-25 12:00:00,12,269
1996,9,269,25,15,30,1996-09-25 15:30:00,7.9,1996-09-25 22:30:00,1996-09-25 22:00:00,22,269
1996,9,270,26,6,15,1996-09-26 06:15:00,38.3,1996-09-26 13:15:00,1996-09-26 13:00:00,13,270
1996,9,270,26,15,25,1996-09-26 15:25:00,16.2,1996-09-26 22:25:00,1996-09-26 22:00:00,22,270
1996,9,271,27,4,45,1996-09-27 04:45:00,23.9,1996-09-27 11:45:00,1996-09-27 12:00:00,12,271
1996,9,271,27,14,30,1996-09-27 14:30:00,10.7,1996-09-27 21:30:00,1996-09-27 22:00:00,22,271
1996,9,272,28,5,0,1996-09-28 05:00:00,14.9,1996-09-28 12:00:00,1996-09-28 12:00:00,12,272
1996,9,272,28,16,0,1996-09-28 16:00:00,7.5,1996-09-28 23:00:00,1996-09-28 23:00:00,23,272
1996,9,273,29,5,49,1996-09-29 05:49:00,12.5,1996-09-29 12:49:00,1996-09-29 13:00:00,13,273
1996,9,273,29,14,45,1996-09-29 14:45:00,5.4,1996-09-29 21:45:00,1996-09-29 22:00:00,22,273
1996,9,274,30,4,45,1996-09-30 04:45:00,15.7,1996-09-30 11:45:00,1996-09-30 12:00:00,12,274
1996,9,274,30,17,0,1996-09-30 17:00:00,7.1,1996-10-01 00:00:00,1996-10-01 00:00:00,0,275
1996,10,275,1,5,0,1996-10-01 05:00:00,8.1,1996-10-01 12:00:00,1996-10-01 12:00:00,12,275
1996,10,275,1,16,45,1996-10-01 16:45:00,7.2,1996-10-01 23:45:00,1996-10-02 00:00:00,0,276
1996,10,276,2,5,45,1996-10-02 05:45:00,11.1,1996-10-02 12:45:00,1996-10-02 13:00:00,13,276
1996,10,276,2,15,19,1996-10-02 15:19:00,10.9,1996-10-02 22:19:00,1996-10-02 22:00:00,22,276
1996,10,277,3,4,49,1996-10-03 04:49:00,12.4,1996-10-03 11:49:00,1996-10-03 12:00:00,12,277
1996,10,277,3,16,45,1996-10-03 16:45:00,10.7,1996-10-03 23:45:00,1996-10-04 00:00:00,0,278
1996,10,278,4,4,30,1996-10-04 04:30:00,21.9,1996-10-04 11:30:00,1996-10-04 12:00:00,12,278
1996,10,278,4,13,30,1996-10-04 13:30:00,13.4,1996-10-04 20:30:00,1996-10-04 20:00:00,20,278
1996,10,279,5,5,0,1996-10-05 05:00:00,26.2,1996-10-05 12:00:00,1996-10-05 12:00:00,12,279
1996,10,279,5,14,0,1996-10-05 14:00:00,11.7,1996-10-05 21:00:00,1996-10-05 21:00:00,21,279
1996,10,280,6,5,30,1996-10-06 05:30:00,23.7,1996-10-06 12:30:00,1996-10-06 12:00:00,12,280
1996,10,280,6,19,0,1996-10-06 19:00:00,13.3,1996-10-07 02:00:00,1996-10-07 02:00:00,2,281
1996,10,281,7,5,30,1996-10-07 05:30:00,24.7,1996-10-07 12:30:00,1996-10-07 12:00:00,12,281
1996,10,281,7,13,10,1996-10-07 13:10:00,14.1,1996-10-07 20:10:00,1996-10-07 20:00:00,20,281
1996,10,282,8,5,15,1996-10-08 05:15:00,23.7,1996-10-08 12:15:00,1996-10-08 12:00:00,12,282
1996,10,282,8,14,30,1996-10-08 14:30:00,10.1,1996-10-08 21:30:00,1996-10-08 22:00:00,22,282
1996,10,283,9,5,15,1996-10-09 05:15:00,14.0,1996-10-09 12:15:00,1996-10-09 12:00:00,12,283
1996,10,283,9,15,10,1996-10-09 15:10:00,8.2,1996-10-09 22:10:00,1996-10-09 22:00:00,22,283
1996,10,284,10,5,0,1996-10-10 05:00:00,14.9,1996-10-10 12:00:00,1996-10-10 12:00:00,12,284
1996,10,284,10,16,30,1996-10-10 16:30:00,9.4,1996-10-10 23:30:00,1996-10-11 00:00:00,0,285
1996,10,285,11,5,15,1996-10-11 05:15:00,12.7,1996-10-11 12:15:00,1996-10-11 12:00:00,12,285
1996,10,285,11,16,0,1996-10-11 16:00:00,9.1,1996-10-11 23:00:00,1996-10-11 23:00:00,23,285
1996,10,286,12,5,0,1996-10-12 05:00:00,19.1,1996-10-12 12:00:00,1996-10-12 12:00:00,12,286
1996,10,286,12,16,15,1996-10-12 16:15:00,9.3,1996-10-12 23:15:00,1996-10-12 23:00:00,23,286
1996,10,287,13,5,45,1996-10-13 05:45:00,18.3,1996-10-13 12:45:00,1996-10-13 13:00:00,13,287
1996,10,287,13,14,45,1996-10-13 14:45:00,8.7,1996-10-13 21:45:00,1996-10-13 22:00:00,22,287
1996,10,288,14,5,15,1996-10-14 05:15:00,14.9,1996-10-14 12:15:00,1996-10-14 12:00:00,12,288
1996,10,288,14,15,30,1996-10-14 15:30:00,8.4,1996-10-14 22:30:00,1996-10-14 22:00:00,22,288
1996,10,289,15,5,30,1996-10-15 05:30:00,14.7,1996-10-15 12:30:00,1996-10-15 12:00:00,12,289
1996,10,289,15,15,30,1996-10-15 15:30:00,9.3,1996-10-15 22:30:00,1996-10-15 22:00:00,22,289
1996,10,290,16,5,10,1996-10-16 05:10:00,20.6,1996-10-16 12:10:00,1996-10-16 12:00:00,12,290
1996,10,294,20,5,45,1996-10-20 05:45:00,10.6,1996-10-20 12:45:00,1996-10-20 13:00:00,13,294
1996,10,294,20,14,49,1996-10-20 14:49:00,8.9,1996-10-20 21:49:00,1996-10-20 22:00:00,22,294
1996,10,295,21,7,15,1996-10-21 07:15:00,25.4,1996-10-21 14:15:00,1996-10-21 14:00:00,14,295
1996,10,295,21,14,30,1996-10-21 14:30:00,44.7,1996-10-21 21:30:00,1996-10-21 22:00:00,22,295
1996,10,296,22,7,0,1996-10-22 07:00:00,23.4,1996-10-22 14:00:00,1996-10-22 14:00:00,14,296
1996,10,296,22,14,15,1996-10-22 14:15:00,13.6,1996-10-22 21:15:00,1996-10-22 21:00:00,21,296
1996,10,297,23,6,0,1996-10-23 06:00:00,14.0,1996-10-23 13:00:00,1996-10-23 13:00:00,13,297
1996,10,297,23,15,25,1996-10-23 15:25:00,9.1,1996-10-23 22:25:00,1996-10-23 22:00:00,22,297
1996,10,298,24,5,45,1996-10-24 05:45:00,14.7,1996-10-24 12:45:00,1996-10-24 13:00:00,13,298
1996,10,298,24,15,30,1996-10-24 15:30:00,8.7,1996-10-24 22:30:00,1996-10-24 22:00:00,22,298
1996,10,299,25,7,15,1996-10-25 07:15:00,12.6,1996-10-25 14:15:00,1996-10-25 14:00:00,14,299
1996,10,299,25,15,30,1996-10-25 15:30:00,7.9,1996-10-25 22:30:00,1996-10-25 22:00:00,22,299
1996,10,300,26,5,30,1996-10-26 05:30:00,8.4,1996-10-26 12:30:00,1996-10-26 12:00:00,12,300
1996,10,300,26,15,0,1996-10-26 15:00:00,6.2,1996-10-26 22:00:00,1996-10-26 22:00:00,22,300
1996,10,301,27,6,45,1996-10-27 06:45:00,16.3,1996-10-27 13:45:00,1996-10-27 14:00:00,14,301
1996,10,301,27,15,45,1996-10-27 15:45:00,13.6,1996-10-27 22:45:00,1996-10-27 23:00:00,23,301
1996,10,302,28,6,30,1996-10-28 06:30:00,13.5,1996-10-28 13:30:00,1996-10-28 14:00:00,14,302
1996,10,302,28,15,30,1996-10-28 15:30:00,12.4,1996-10-28 22:30:00,1996-10-28 22:00:00,22,302
1996,10,303,29,5,30,1996-10-29 05:30:00,23.3,1996-10-29 12:30:00,1996-10-29 12:00:00,12,303
1996,10,303,29,15,30,1996-10-29 15:30:00,11.3,1996-10-29 22:30:00,1996-10-29 22:00:00,22,303
1996,10,304,30,6,30,1996-10-30 06:30:00,16.5,1996-10-30 13:30:00,1996-10-30 14:00:00,14,304
1996,10,304,30,15,30,1996-10-30 15:30:00,11.6,1996-10-30 22:30:00,1996-10-30 22:00:00,22,304
1996,10,305,31,6,30,1996-10-31 06:30:00,15.2,1996-10-31 13:30:00,1996-10-31 14:00:00,14,305
1996,10,305,31,15,30,1996-10-31 15:30:00,12.3,1996-10-31 22:30:00,1996-10-31 22:00:00,22,305
1996,11,306,1,5,45,1996-11-01 05:45:00,14.0,1996-11-01 12:45:00,1996-11-01 13:00:00,13,306
1996,11,306,1,17,45,1996-11-01 17:45:00,12.7,1996-11-02 00:45:00,1996-11-02 01:00:00,1,307
1996,11,307,2,5,45,1996-11-02 05:45:00,14.2,1996-11-02 12:45:00,1996-11-02 13:00:00,13,307
1996,11,307,2,15,0,1996-11-02 15:00:00,9.6,1996-11-02 22:00:00,1996-11-02 22:00:00,22,307
1996,11,308,3,6,45,1996-11-03 06:45:00,12.9,1996-11-03 13:45:00,1996-11-03 14:00:00,14,308
1996,11,308,3,15,45,1996-11-03 15:45:00,9.8,1996-11-03 22:45:00,1996-11-03 23:00:00,23,308
1996,11,309,4,6,0,1996-11-04 06:00:00,15.8,1996-11-04 13:00:00,1996-11-04 13:00:00,13,309
1996,11,309,4,17,45,1996-11-04 17:45:00,8.9,1996-11-05 00:45:00,1996-11-05 01:00:00,1,310
1996,11,310,5,7,0,1996-11-05 07:00:00,10.9,1996-11-05 14:00:00,1996-11-05 14:00:00,14,310
1996,11,310,5,15,30,1996-11-05 15:30:00,7.7,1996-11-05 22:30:00,1996-11-05 22:00:00,22,310
1996,11,311,6,6,45,1996-11-06 06:45:00,12.0,1996-11-06 13:45:00,1996-11-06 14:00:00,14,311
1996,11,311,6,15,30,1996-11-06 15:30:00,9.1,1996-11-06 22:30:00,1996-11-06 22:00:00,22,311
1996,11,312,7,7,0,1996-11-07 07:00:00,10.4,1996-11-07 14:00:00,1996-11-07 14:00:00,14,312
1996,11,312,7,15,30,1996-11-07 15:30:00,7.9,1996-11-07 22:30:00,1996-11-07 22:00:00,22,312
1996,11,313,8,6,0,1996-11-08 06:00:00,9.5,1996-11-08 13:00:00,1996-11-08 13:00:00,13,313
1996,11,313,8,15,0,1996-11-08 15:00:00,8.1,1996-11-08 22:00:00,1996-11-08 22:00:00,22,313
1996,11,314,9,8,30,1996-11-09 08:30:00,8.6,1996-11-09 15:30:00,1996-11-09 16:00:00,16,314
1996,11,314,9,15,30,1996-11-09 15:30:00,7.6,1996-11-09 22:30:00,1996-11-09 22:00:00,22,314
1996,11,315,10,6,45,1996-11-10 06:45:00,11.8,1996-11-10 13:45:00,1996-11-10 14:00:00,14,315
1996,11,315,10,15,30,1996-11-10 15:30:00,9.2,1996-11-10 22:30:00,1996-11-10 22:00:00,22,315
1996,11,316,11,5,45,1996-11-11 05:45:00,15.2,1996-11-11 12:45:00,1996-11-11 13:00:00,13,316
1996,11,316,11,14,49,1996-11-11 14:49:00,10.5,1996-11-11 21:49:00,1996-11-11 22:00:00,22,316
1996,11,317,12,6,0,1996-11-12 06:00:00,11.9,1996-11-12 13:00:00,1996-11-12 13:00:00,13,317
1996,11,317,12,15,0,1996-11-12 15:00:00,12.6,1996-11-12 22:00:00,1996-11-12 22:00:00,22,317
1996,11,318,13,6,0,1996-11-13 06:00:00,13.9,1996-11-13 13:00:00,1996-11-13 13:00:00,13,318
1996,11,318,13,16,19,1996-11-13 16:19:00,12.5,1996-11-13 23:19:00,1996-11-13 23:00:00,23,318
1996,11,319,14,6,15,1996-11-14 06:15:00,44.9,1996-11-14 13:15:00,1996-11-14 13:00:00,13,319
1996,11,319,14,14,30,1996-11-14 14:30:00,46.1,1996-11-14 21:30:00,1996-11-14 22:00:00,22,319
1996,11,320,15,5,45,1996-11-15 05:45:00,25.4,1996-11-15 12:45:00,1996-11-15 13:00:00,13,320
1996,11,320,15,15,30,1996-11-15 15:30:00,15.6,1996-11-15 22:30:00,1996-11-15 22:00:00,22,320
1996,11,321,16,9,45,1996-11-16 09:45:00,46.2,1996-11-16 16:45:00,1996-11-16 17:00:00,17,321
1996,11,321,16,16,30,1996-11-16 16:30:00,28.1,1996-11-16 23:30:00,1996-11-17 00:00:00,0,322
1996,11,322,17,7,0,1996-11-17 07:00:00,22.4,1996-11-17 14:00:00,1996-11-17 14:00:00,14,322
1996,11,322,17,15,0,1996-11-17 15:00:00,15.4,1996-11-17 22:00:00,1996-11-17 22:00:00,22,322
1996,11,323,18,5,45,1996-11-18 05:45:00,20.4,1996-11-18 12:45:00,1996-11-18 13:00:00,13,323
1996,11,323,18,15,30,1996-11-18 15:30:00,12.1,1996-11-18 22:30:00,1996-11-18 22:00:00,22,323
1996,11,324,19,6,0,1996-11-19 06:00:00,22.2,1996-11-19 13:00:00,1996-11-19 13:00:00,13,324
